"会员","级别","评价星级","评价内容","时间","点赞数","评论数","追评时间","追评内容","页面网址","页面标题","采集时间"
"爱***正","PLUS会员","star5","电器产品我都是在京东购买，京东无论是配送还是售后服务都让人放心。这款热水器是双十一拍的，拍下第二天就有师傅和我预约好了安装时间.安装师傅服务态度很好，技术也不错，安装调试之后还很耐心地教我如何使用，非常满意！热水器也是用了一段时间再来评价的，感觉还不错，双十一拍的，价格实惠！","2017-12-03 23:31","0","0",,,"https://item.jd.com/1106432.html#comment","【美的15WB5】美的（Midea）60升预约洗浴 无线遥控 电热水器 F60-15WB5(Y)【行情 报价 价格 评测】-京东","2018-03-12 21:17:59.7840685"
"z***o","京享值24153","star5","物流速度很快，安装师傅也很准时。对物流比较满意，包装也很完好，拆开里面热水器看着很不错，师傅安装完毕后，使用一下后效果很好，对这次购物很满意。","2018-01-12 14:03","1","0",,,"https://item.jd.com/1106432.html#comment","【美的15WB5】美的（Midea）60升预约洗浴 无线遥控 电热水器 F60-15WB5(Y)【行情 报价 价格 评测】-京东","2018-03-12 21:18:03.1819334"
"好***钱","京享值2087","star5","速度超快，昨天下单，今天到货，上午到货，下午安装。晚上就可以正常使用。京东买东西就是快。","2018-02-06 16:48","0","0",,,"https://item.jd.com/1106432.html#comment","【美的15WB5】美的（Midea）60升预约洗浴 无线遥控 电热水器 F60-15WB5(Y)【行情 报价 价格 评测】-京东","2018-03-12 21:18:03.2059483"
"張***1","京享值19618","star5","京东的物流满意，服务到位。。售后安装的时间也准时。","2017-12-18 08:27","0","0",,,"https://item.jd.com/1106432.html#comment","【美的15WB5】美的（Midea）60升预约洗浴 无线遥控 电热水器 F60-15WB5(Y)【行情 报价 价格 评测】-京东","2018-03-12 21:18:03.2309665"
"回***6","京享值9453","star5","安装师傅上门很快，但收费略贵大约240多元，浴巾三件套半个月了还没有收到，不知道会不会收到，热水器还不错，就是安装师傅没有给安装花洒就走了。安装师傅上门很快，但收费略贵大约240多元，浴巾三件套半个月了还没有收到，不知道会不会收到，热水器还不错，就是安装师傅没有给安装花洒就走了。安装师傅上门很快，但收费略贵大约240多元，浴巾三件套半个月了还没有收到，不知道会不会收到，热水器还不错，就是安装师傅没有给安装花洒就走了。","2018-02-12 16:34","0","0",,,"https://item.jd.com/1106432.html#comment","【美的15WB5】美的（Midea）60升预约洗浴 无线遥控 电热水器 F60-15WB5(Y)【行情 报价 价格 评测】-京东","2018-03-12 21:18:03.2709935"
"j***　","京享值2510","star5","第一天下单，第二天送到，第三天安装好，晚上就能洗热水澡，刚安装完，还没开始用，安装费花了248，因为师傅说之前的材料不能用，怕漏电，感觉有点小贵，不过换了自己也用的放心，美的值得信赖，保修8年，希望可以用的更好吧，整体感觉不错，外观设计好看，价格也美丽！","2018-03-01 14:37","1","0",,,"https://item.jd.com/1106432.html#comment","【美的15WB5】美的（Midea）60升预约洗浴 无线遥控 电热水器 F60-15WB5(Y)【行情 报价 价格 评测】-京东","2018-03-12 21:18:03.2980113"
"5***元","PLUS会员","star5","特别好用的一款热水器，美的大品牌我信得过，京东送货快，安装也快，货已送到就有人联系安装了，特别到位，以后亲戚朋友后面都推荐他在京东上购买美的的热水器","2017-12-25 19:26","0","0",,,"https://item.jd.com/1106432.html#comment","【美的15WB5】美的（Midea）60升预约洗浴 无线遥控 电热水器 F60-15WB5(Y)【行情 报价 价格 评测】-京东","2018-03-12 21:18:03.3260300"
"冯***迁","PLUS会员","star5","特别好用的一款热水器，美的大品牌我信得过，京东送货快，安装也快，货已送到就有人联系安装了，特别到位，以后亲戚朋友后面都推荐他在京东上购买美的的热水器","2017-12-24 22:21","0","0",,,"https://item.jd.com/1106432.html#comment","【美的15WB5】美的（Midea）60升预约洗浴 无线遥控 电热水器 F60-15WB5(Y)【行情 报价 价格 评测】-京东","2018-03-12 21:18:03.3550497"
"白***6","PLUS会员","star5","特别好用的一款热水器，美的大品牌我信得过，京东送货快，安装也快，货已送到就有人联系安装了，特别到位，以后亲戚朋友后面都推荐他在京东上购买美的的热水器","2017-12-24 22:05","0","0",,,"https://item.jd.com/1106432.html#comment","【美的15WB5】美的（Midea）60升预约洗浴 无线遥控 电热水器 F60-15WB5(Y)【行情 报价 价格 评测】-京东","2018-03-12 21:18:03.3860701"
"快***邮","京享值2937","star5","双十二时候从京东买的，到手价格949元，快递非常给力，第二天就给送到了，直接400预约安装。安装人员也很给力，价格不贵，功能挺全，性价比非常好的一款产品，推荐购买！","2017-12-19 20:59","0","0",,,"https://item.jd.com/1106432.html#comment","【美的15WB5】美的（Midea）60升预约洗浴 无线遥控 电热水器 F60-15WB5(Y)【行情 报价 价格 评测】-京东","2018-03-12 21:18:03.4180915"
"j***b","京享值2182","star5","此用户未填写评价内容","2018-02-11 10:15","0","1",,,"https://item.jd.com/1106432.html#comment","【美的15WB5】美的（Midea）60升预约洗浴 无线遥控 电热水器 F60-15WB5(Y)【行情 报价 价格 评测】-京东","2018-03-12 21:18:03.4521143"
"导***敌","京享值29556","star5","热水器包装完好，安装的师傅预约及时，态度也好，空调也是美的，质量都不错，性价比较高，搞活动的时候买更划算，满意的购物，点赞。","2018-01-19 16:18","0","0",,,"https://item.jd.com/1106432.html#comment","【美的15WB5】美的（Midea）60升预约洗浴 无线遥控 电热水器 F60-15WB5(Y)【行情 报价 价格 评测】-京东","2018-03-12 21:18:06.8442906"
"j***8","京享值1866","star5","就是服务好，说什么时候到就什么时候到，服务到家并安装好，还打电话回访，热水器很好用，烧水特别快，美的还是大品牌，值得拥有，下次买东西还在京东。","2018-01-23 08:39","0","0",,,"https://item.jd.com/1106432.html#comment","【美的15WB5】美的（Midea）60升预约洗浴 无线遥控 电热水器 F60-15WB5(Y)【行情 报价 价格 评测】-京东","2018-03-12 21:18:06.8703077"
"奶茶妹是我小三","PLUS会员[试用]","star5","质量不错， 还能说什么呢,,有生之年能碰到老板这个店，够幸福的( (宝贝质量还不错，货发到的也很及时。,东西还是一如既往的好,货真价实，东西是很好的，呵呵。 宝贝收到了，我超喜欢，质量好得没话说;很有心的店家，服务态度超好，点个,以后会常光顾的，呵呵 掌柜的服务态度灰常好，发货很快，商品质量也相当不错。太喜欢了，谢谢哦～ 宝贝收到了，我和朋友们都很喜欢呢;很好的卖家，谢谢喽。下次会再来哦～","2018-02-11 16:25","0","0",,,"https://item.jd.com/1106432.html#comment","【美的15WB5】美的（Midea）60升预约洗浴 无线遥控 电热水器 F60-15WB5(Y)【行情 报价 价格 评测】-京东","2018-03-12 21:18:06.9033310"
"j***l","京享值5093","star5","说好时间安装的 到最后取消了  打了美的客服好几个电话都说安排  最后都没回音  没办法打京东客服  后面很快安排过来安装 谢谢京东的服务","2018-02-13 23:19","0","0",,,"https://item.jd.com/1106432.html#comment","【美的15WB5】美的（Midea）60升预约洗浴 无线遥控 电热水器 F60-15WB5(Y)【行情 报价 价格 评测】-京东","2018-03-12 21:18:06.9293475"
"j***9","京享值8999","star5","京东物流超级快，我是给爸妈买的这款热水器，7.13中午下的单，7.14中午就到了，快递大哥背着送到了家里。接着提前联系好的安装师傅到了家里帮忙安装好，安装是免费的,根据安装情况只收取材料费用。当天晚上家里人就用了，水流快，储量大，很满意的热水器，支持美的，支持京东！值得推荐！","2017-07-15 19:25","3","0",,,"https://item.jd.com/1106432.html#comment","【美的15WB5】美的（Midea）60升预约洗浴 无线遥控 电热水器 F60-15WB5(Y)【行情 报价 价格 评测】-京东","2018-03-12 21:18:06.9563646"
"lileiyes","京享值10745","star5","美的不亏是国产名牌家电产品，别人怎么评价我不知道，我只知道的是我买的有美的饮水机、美的热油汀、美的电热水器、美的风扇，全都是在京东美的旗舰店买的，便宜实惠质量超好，饮水机买回来两年多了回来一看还是那么光亮如新，电热水器用两天了也是超好，（差点让我爸买个小品牌的热水器2000多的坑了）天气再冷点就再买两台美的空调，good！","2017-12-15 19:07","0","0",,,"https://item.jd.com/1106432.html#comment","【美的15WB5】美的（Midea）60升预约洗浴 无线遥控 电热水器 F60-15WB5(Y)【行情 报价 价格 评测】-京东","2018-03-12 21:18:06.9843851"
"玲***舍","京享值17479","star5","挺好的，已安装上墙了，挺不错的，高档上档次","2017-12-02 20:22","0","0",,,"https://item.jd.com/1106432.html#comment","【美的15WB5】美的（Midea）60升预约洗浴 无线遥控 电热水器 F60-15WB5(Y)【行情 报价 价格 评测】-京东","2018-03-12 21:18:07.0144046"
"j***h","京享值3045","star5","给家里买的，把太阳能换掉了～这款热水器真的很不错，智能又方便。客服态度很好，送货的叔叔也很给力，我原本以为是送到镇上自己去拿的，后来打电话说送到家里，当天安装的师傅就过来给装好了，爸爸还打电话来告诉我说：送货的师傅和安装的师傅人很不错，你可记得给人家个好评～?","2018-01-21 20:58","0","0",,,"https://item.jd.com/1106432.html#comment","【美的15WB5】美的（Midea）60升预约洗浴 无线遥控 电热水器 F60-15WB5(Y)【行情 报价 价格 评测】-京东","2018-03-12 21:18:07.0444238"
"9***C","京享值150","star5","首先双十一拍的热水器，12天才到贷这个速度有点接受不了。还好客服和售后服务确实很好。在这里要给美的的售后客服和工作人员点个赞5早上9点铪我送来的货，漂亮,大气?工作人员细心的帮我调整管道设计,力求做到美观4安装的之前有先告知我配件的价格,大概预算。并没遇到像其他人一样安装需要高额费用?最让我想不到的是工作人员很细心，安装完热水器后擦拭干净灰生(由于我家装修未完成，粉尘很多)，自觉把一些安装多出来的废弃配件和胶纸收抬好,还顺手把我的工程废弃物也一并给收拾了4售后服务超级好。在评论下热水器，工作人员教我一次就会使用，很简单。加执牛小时后开水30秒出热水，赞。以后使用再看看质量如何再追加评论。想购买的朋友可以大胆入手 了。","2017-11-24 22:54","0","0",,,"https://item.jd.com/1106432.html#comment","【美的15WB5】美的（Midea）60升预约洗浴 无线遥控 电热水器 F60-15WB5(Y)【行情 报价 价格 评测】-京东","2018-03-12 21:18:07.0744438"
"7***2","京享值16238","star5","物流快、安装及时、安装师傅做的特别精细","2017-12-12 14:00","0","0",,,"https://item.jd.com/1106432.html#comment","【美的15WB5】美的（Midea）60升预约洗浴 无线遥控 电热水器 F60-15WB5(Y)【行情 报价 价格 评测】-京东","2018-03-12 21:18:07.1154715"
"j***a","京享值1487","star5","京东物流就是快，昨天买的，今天就洗上热水澡了美的品牌热水器就是不一样，美的安装帅哥，速度超快，手艺也好，热水器没得说，屏显带遥控，保温效果极佳，居家必备！","2017-12-13 20:41","0","0",,,"https://item.jd.com/1106432.html#comment","【美的15WB5】美的（Midea）60升预约洗浴 无线遥控 电热水器 F60-15WB5(Y)【行情 报价 价格 评测】-京东","2018-03-12 21:18:10.4789600"
"j***9","京享值12092","star5","外观漂亮大气，就是不知道省不省电，还有就是安装收取材料费有点贵，早知道自己上街上去买了，还有就是不知道够不够一家四口人日常所用","2018-03-03 15:35","0","0",,,"https://item.jd.com/1106432.html#comment","【美的15WB5】美的（Midea）60升预约洗浴 无线遥控 电热水器 F60-15WB5(Y)【行情 报价 价格 评测】-京东","2018-03-12 21:18:10.5039761"
"手***5","京享值4831","star5","送货速度很快，快递小哥提前联系了，直接送上门的。包装也很完好，没有磕碰的迹象。加热速度还行，差不多每分钟上升一度吧。挺好用的。","2018-02-14 09:08","0","0",,,"https://item.jd.com/1106432.html#comment","【美的15WB5】美的（Midea）60升预约洗浴 无线遥控 电热水器 F60-15WB5(Y)【行情 报价 价格 评测】-京东","2018-03-12 21:18:10.5379988"
"j***n","京享值6497","star5","以前用的热水器功率太大，老跳闸，现在这个水大，洗的很舒服，这太值当了，给5星好评，晚上热好的水，把电关掉，早上是可以用到热水的，保温效果很好！???","2017-11-16 08:31","0","0",,,"https://item.jd.com/1106432.html#comment","【美的15WB5】美的（Midea）60升预约洗浴 无线遥控 电热水器 F60-15WB5(Y)【行情 报价 价格 评测】-京东","2018-03-12 21:18:10.5640174"
"峨***雾","京享值4683","star5","给父母买的，4天到货，感觉有点慢了。但是好在售后不错，安装快，师傅专业又细致，还穿了美的工作服。收到货当天就来安装了。不过我家里情况复杂，因为过去的太阳能也要同时保留，且互不影响，师傅根据实际情况制定了方案，并一次性到位的搞好了。装好后还仔细的检查，我偷拍了几张照片，这个老师傅并没有因为年纪大就矫情，表现出来的敬业程度是很多年亲人都做不到的，反而更让人肃然起敬。。除原装材料外，其他的都是用的师傅带来的，虽然没收人工费，但还是感觉有点小贵，一共用了340元，安装费用了34%，不得不说实在太高。希望美的能在材料费上放弃盈利，这样大家才能更好无压力的使用任何电器。","2017-12-12 06:15","0","0","[购买8天后追评]","补充图片","https://item.jd.com/1106432.html#comment","【美的15WB5】美的（Midea）60升预约洗浴 无线遥控 电热水器 F60-15WB5(Y)【行情 报价 价格 评测】-京东","2018-03-12 21:18:10.5920355"
"j***5","京享值6697","star5","本次购买美的这款热水器，感觉物超所值，看着高端大气上档次，价格上也不贵，师傅上门安装，家人非常喜欢，晚上就美美的洗了个热水澡！","2018-02-02 18:09","0","0",,,"https://item.jd.com/1106432.html#comment","【美的15WB5】美的（Midea）60升预约洗浴 无线遥控 电热水器 F60-15WB5(Y)【行情 报价 价格 评测】-京东","2018-03-12 21:18:10.6200539"
"天***渠","京享值12491","star5","美的大品牌。值得信赖。趁着活动直接下2个。物流非常快，第二天到货。售后也快，收到货就接到安装的电话了。预约安装时间。师傅到预约时间就过来安装了。安装过程很仔细，服务很到位。还免费设计了，跟我说原来的地方不合适，重新设计。总之服务很到位。关键价格很便宜，比实体店便宜好多。","2017-12-15 14:40","0","0",,,"https://item.jd.com/1106432.html#comment","【美的15WB5】美的（Midea）60升预约洗浴 无线遥控 电热水器 F60-15WB5(Y)【行情 报价 价格 评测】-京东","2018-03-12 21:18:10.6630836"
"j***9","京享值1710","star5","包装完好，收货时我们没在家，邻居代收的，安装人员也挺负责，本来打算吊顶的，还没来的及吊，安装人员还给说留的空间，总之很满意??","2018-01-17 16:55","0","1",,,"https://item.jd.com/1106432.html#comment","【美的15WB5】美的（Midea）60升预约洗浴 无线遥控 电热水器 F60-15WB5(Y)【行情 报价 价格 评测】-京东","2018-03-12 21:18:10.7051123"
"凳***水","PLUS会员","star5","下午在网上定完 第二天就到了，然后打电话预约，第三天的时间，工作人员来安装。都挺方便的。热水器还没使用，之后有问题会来补充。 看起来很好。60升肯定够用。 我家正好在装修，有管子，安装就没有花钱。我这个没有刮淋浴头，出厂就不带。还没有冷热水水阀。","2018-01-18 20:37","0","0",,,"https://item.jd.com/1106432.html#comment","【美的15WB5】美的（Midea）60升预约洗浴 无线遥控 电热水器 F60-15WB5(Y)【行情 报价 价格 评测】-京东","2018-03-12 21:18:10.7501427"
"小***4","PLUS会员","star5","安装好了，热水速度很快，预约师傅上门安装挺快的，预约之后十分钟师傅就联系我安装时间，一直很信赖美的品牌的，京东购买就是比实体店便宜几百块，明明一样的产品，实体店却买好贵哦，热水器很大气，外观设计很漂亮，瓷白的外观，一键预约。60升大容量，完全能解决一家人的需求，还有遥控器哦。买来送亲戚的，收到后很喜欢，又买了一个送叔叔。送礼很拿得出手的。热水器烧水挺快的","2018-02-28 14:46","0","0",,,"https://item.jd.com/1106432.html#comment","【美的15WB5】美的（Midea）60升预约洗浴 无线遥控 电热水器 F60-15WB5(Y)【行情 报价 价格 评测】-京东","2018-03-12 21:18:10.7851652"
"j***e","京享值3155","star5","已经收到，安装了，安装人员态度还行。没有乱收费。快递也很快。就是上门安装时间有点慢说好的不算非要联系售后。总的来说还可以。","2018-02-09 18:13","0","0",,,"https://item.jd.com/1106432.html#comment","【美的15WB5】美的（Midea）60升预约洗浴 无线遥控 电热水器 F60-15WB5(Y)【行情 报价 价格 评测】-京东","2018-03-12 21:18:13.7529672"
"Beloved1","京享值14876","star5","第一次在京东买电热水器，下单后发货速度挺快，快递服务质量杠杠的。到货后，立即预约了安装。安装师傅速度挺快的，当天晚上就上门来安装了。师傅着装规范，言语和蔼，服务质量相当不错。说实在的电热水器质量相当不错，美的值得信赖，质保8年。感谢美的热情服务。","2018-01-23 21:27","0","0",,,"https://item.jd.com/1106432.html#comment","【美的15WB5】美的（Midea）60升预约洗浴 无线遥控 电热水器 F60-15WB5(Y)【行情 报价 价格 评测】-京东","2018-03-12 21:18:13.7789867"
"l***i","PLUS会员","star5","今天终于可以舒舒服服冲个热水澡了。星期六晚下单的，因为23点下单太晚了，所以要星期一才能送货，快递很给力哦！赞一个。然后我的因为是美的品牌，需要厂家更专业人员上门安装，星期二预约的服务，今天上午就装好了，师傅也是很给力的。","2018-02-10 22:46","0","0",,,"https://item.jd.com/1106432.html#comment","【美的15WB5】美的（Midea）60升预约洗浴 无线遥控 电热水器 F60-15WB5(Y)【行情 报价 价格 评测】-京东","2018-03-12 21:18:13.8050019"
"j***c","京享值7548","star5","京东配送真心快，零晨1点下单下傍晚就送到了，安装师傅很热心，冒着风寒提前过来等提货安装，忙到晚上九点多，真的很辛苦，","2018-02-03 21:07","0","0",,,"https://item.jd.com/1106432.html#comment","【美的15WB5】美的（Midea）60升预约洗浴 无线遥控 电热水器 F60-15WB5(Y)【行情 报价 价格 评测】-京东","2018-03-12 21:18:13.8300199"
"j***v","京享值23823","star5","安装师傅很给力，原来旧的热水器也给拆卸，相信美的大牌子，质量超级好！原来旧的热水器超级耗电，换新的美的希望能省下电费哦！","2018-01-20 11:08","0","1",,,"https://item.jd.com/1106432.html#comment","【美的15WB5】美的（Midea）60升预约洗浴 无线遥控 电热水器 F60-15WB5(Y)【行情 报价 价格 评测】-京东","2018-03-12 21:18:13.8600396"
"j***9","京享值5066","star5","这个阀会漏水，","2017-12-04 22:18","0","0",,,"https://item.jd.com/1106432.html#comment","【美的15WB5】美的（Midea）60升预约洗浴 无线遥控 电热水器 F60-15WB5(Y)【行情 报价 价格 评测】-京东","2018-03-12 21:18:13.8860579"
"网***生","京享值21587","star5","外观白色很漂亮 预约定时功能很实用 智能显示很有用 远程控制 到家就可以有热水用 还带遥控器 身高不足可以拿遥控器控制 价格便宜实惠 值得拥有","2017-11-19 21:01","0","0",,,"https://item.jd.com/1106432.html#comment","【美的15WB5】美的（Midea）60升预约洗浴 无线遥控 电热水器 F60-15WB5(Y)【行情 报价 价格 评测】-京东","2018-03-12 21:18:13.9150755"
"祢***局","京享值2280","star5","好评！好评！快递小哥送货上门，服务很好，由于年关怕安排不到师傅安装，自己请了师傅安装，烧水很快，5人使用不是问题！","2018-02-12 19:52","0","0",,,"https://item.jd.com/1106432.html#comment","【美的15WB5】美的（Midea）60升预约洗浴 无线遥控 电热水器 F60-15WB5(Y)【行情 报价 价格 评测】-京东","2018-03-12 21:18:13.9470975"
"1***2","京享值1543046","star5","货已收到，满意","2017-11-26 16:14","0","0",,,"https://item.jd.com/1106432.html#comment","【美的15WB5】美的（Midea）60升预约洗浴 无线遥控 电热水器 F60-15WB5(Y)【行情 报价 价格 评测】-京东","2018-03-12 21:18:13.9771172"
"j***8","京享值4549","star5","热水器已经收到了，送货小伙很好，服务态度好，安装的很美观，加热速度还行，给售后人员一个赞，物美价廉，相信美的的品牌，希望他不会让我失望的。","2017-12-17 12:54","0","0",,,"https://item.jd.com/1106432.html#comment","【美的15WB5】美的（Midea）60升预约洗浴 无线遥控 电热水器 F60-15WB5(Y)【行情 报价 价格 评测】-京东","2018-03-12 21:18:14.0091395"
"H***8","京享值13168","star5","前天下单，昨天到货，今天安转完。够快，热水器很好，加热也很快，安装师傅服务好，辅才费才收100以下。666","2018-01-20 20:00","1","0",,,"https://item.jd.com/1106432.html#comment","【美的15WB5】美的（Midea）60升预约洗浴 无线遥控 电热水器 F60-15WB5(Y)【行情 报价 价格 评测】-京东","2018-03-12 21:18:17.3432663"
"j***1","PLUS会员","star5","热水器任何配件都没有，安装人员一共收了265元，淋浴头就65元，太贵了，并且不好用，我们又找人重安装的，下面前二张图是售后安装图，后二张是我们找人改过的图，又重新花钱，我后来找人改安装时5元的配件美的售收我们15-25元，实在太过分了！热水器一个配件都没有真不是大厂家的作为！希望改进，降价售后安装费呗，否则砸了自己的品牌，我估计不会再买美的了","2018-02-13 07:55","0","0",,,"https://item.jd.com/1106432.html#comment","【美的15WB5】美的（Midea）60升预约洗浴 无线遥控 电热水器 F60-15WB5(Y)【行情 报价 价格 评测】-京东","2018-03-12 21:18:17.3672832"
"j***4","京享值1708","star5","第一次在京东商城买东西！送货非常快！热水器不错！外观也挺漂亮！烧水也比较快！比实体店便宜很多！安装师傅也很好！","2018-01-30 12:25","0","0",,,"https://item.jd.com/1106432.html#comment","【美的15WB5】美的（Midea）60升预约洗浴 无线遥控 电热水器 F60-15WB5(Y)【行情 报价 价格 评测】-京东","2018-03-12 21:18:17.3922987"
"c***威","京享值15877","star5","十号到的货，十一号就来师傅上门安装了，商家的办事效率可以的！也为客服的耐心解答点个赞！晚上首次使用这款热水器，没有问题，一直信赖美的这个牌子，一段时间再回来追加评论。","2018-03-12 13:15","0","0",,,"https://item.jd.com/1106432.html#comment","【美的15WB5】美的（Midea）60升预约洗浴 无线遥控 电热水器 F60-15WB5(Y)【行情 报价 价格 评测】-京东","2018-03-12 21:18:17.4313260"
"j***o","京享值16185","star5","新房的热水器已经安装好，安装师傅很敬业，预约安装后师傅会打电话给你，询问你的具体时间，很贴心。热水器也很好用，水热的很快。由于我用的接头多，总共安装费是150，很合理。唯一比较遗憾的是，热水器的显示屏一直是亮的，要是以后的款可以改进就很好了","2018-01-29 21:09","0","0",,,"https://item.jd.com/1106432.html#comment","【美的15WB5】美的（Midea）60升预约洗浴 无线遥控 电热水器 F60-15WB5(Y)【行情 报价 价格 评测】-京东","2018-03-12 21:18:17.4593435"
"谢***莹","PLUS会员","star5","电热水器收到了，包装完好，外形美观大方，大小正合适。下了订单当晚就发货了，次日晚收到，快递很快。未到货都有客服跟踪预约好时间上门安装了。安装师傅服务态度好，技术专业，敬烟不抽茶也不喝，说有规定不准。一个钟左右帮装好，装好后还帮清洁现场，安装材料费不到100元。收费标准比之前买的某品牌好太多了。之前买的某品牌安装费维修费都贵，质量也差，用了四年修四次，这次不修了，直接买个新的，希望能用久点吧。","2018-02-03 23:13","0","0",,,"https://item.jd.com/1106432.html#comment","【美的15WB5】美的（Midea）60升预约洗浴 无线遥控 电热水器 F60-15WB5(Y)【行情 报价 价格 评测】-京东","2018-03-12 21:18:17.4863622"
"jd_155985ycs","京享值2252","star5","热水器特别好。性价比高，而且回来的包装完整，师傅交代清楚，安装的师傅也特别有礼貌，完全符合一切安装标准，还自备了鞋套，而且安装标准，虽然家里是明装，但是很整齐，刚安好，迫不及待试了试，水温也很好，是大家准备入手的不二之选！","2018-03-02 10:12","0","0",,,"https://item.jd.com/1106432.html#comment","【美的15WB5】美的（Midea）60升预约洗浴 无线遥控 电热水器 F60-15WB5(Y)【行情 报价 价格 评测】-京东","2018-03-12 21:18:17.5183842"
"晓***8","京享值4499","star5","双11买的价格实惠。客服很热情，美的大品牌热水器还是值得信赖的。11号下单，12号就送到了。热水器加热很快，安装师傅服务很好。?","2017-11-22 19:55","0","0",,,"https://item.jd.com/1106432.html#comment","【美的15WB5】美的（Midea）60升预约洗浴 无线遥控 电热水器 F60-15WB5(Y)【行情 报价 价格 评测】-京东","2018-03-12 21:18:17.5504050"
"j***7","京享值1784","star5","美的大品牌，值得信赖，客服态度非常好，物流非常快，安装师傅非常专业，最重要的是商品质量值得信赖......","2018-01-20 20:03","0","0",,,"https://item.jd.com/1106432.html#comment","【美的15WB5】美的（Midea）60升预约洗浴 无线遥控 电热水器 F60-15WB5(Y)【行情 报价 价格 评测】-京东","2018-03-12 21:18:17.5834258"
"小***6","PLUS会员","star5","不错不错，虽然价格比双十一时高不少，但还是挺实惠的，信赖美的，八年质保，值得依赖。","2018-02-12 11:12","0","0",,,"https://item.jd.com/1106432.html#comment","【美的15WB5】美的（Midea）60升预约洗浴 无线遥控 电热水器 F60-15WB5(Y)【行情 报价 价格 评测】-京东","2018-03-12 21:18:17.6194517"
"j***j","PLUS会员","star5","有了它生活方便舒适，这个冬天洗澡再也不是难事了！还是美的老牌子，值得信赖！无线遥控真的方便好用，老喜欢了","2017-12-31 08:23","0","0",,,"https://item.jd.com/1106432.html#comment","【美的15WB5】美的（Midea）60升预约洗浴 无线遥控 电热水器 F60-15WB5(Y)【行情 报价 价格 评测】-京东","2018-03-12 21:18:20.9801848"
"q***7","京享值1491","star5","第一次在京东上买电器，首先送货速度很快，价格也比实体店优惠一些，有的实体店还没有这个型号，其次安装速度也很神速，安装师傅配合我们家的时间，安装的很仔细，不厌其烦，我们家比较麻烦，水压不够，安装师傅给了很好的意见，调试了多次，直到能够使我们家人在使用热水器的时候没有任何疑问，很耐心，现在家里可以随时有热水了，用起来很方便，再也不用怕冬天没有热水用了，总之是一次很满意的购物体验，下次有需求，还会再京东上购买的。","2018-01-30 21:57","0","0",,,"https://item.jd.com/1106432.html#comment","【美的15WB5】美的（Midea）60升预约洗浴 无线遥控 电热水器 F60-15WB5(Y)【行情 报价 价格 评测】-京东","2018-03-12 21:18:21.0132062"
"辉***气","京享值17661","star5","安装师傅很热情，也很专业，所有东西都很到位，讲解怎么用给家里人，遇到问题咋弄啊，服务很好，安装好后试了下，水热的很快，遥控器很灵敏，以后不用担心洗澡中途没热水了，宝贝和网上一模一样，样子很喜欢，赞一个，强烈推荐这一款的。","2018-02-11 14:32","0","0",,,"https://item.jd.com/1106432.html#comment","【美的15WB5】美的（Midea）60升预约洗浴 无线遥控 电热水器 F60-15WB5(Y)【行情 报价 价格 评测】-京东","2018-03-12 21:18:21.0362219"
"j***2","京享值12356","star5","美的，我很喜欢的品牌，收到热水器师傅隔天就过来安装了，安装的非常好，细节方面处理的很到位。热水器水热的很快。有专业的保修服务这个也很满意，，在商场要贵好几百块，这样送货省钱又省心，产品实力很厉害，值得信赖，赞?赞赞赞～","2018-03-02 21:27","0","0",,,"https://item.jd.com/1106432.html#comment","【美的15WB5】美的（Midea）60升预约洗浴 无线遥控 电热水器 F60-15WB5(Y)【行情 报价 价格 评测】-京东","2018-03-12 21:18:21.0622390"
"j***r","京享值5917","star5","在京东买东西真的很放心，和实物看到的一样，性价比高，物美价廉，有保障。送货速度快，打客服电话，很快就联系安装师傅，安装师傅也特别好，还把我家脸池的水龙头也一起换了。坏了很久的。给安装师傅点赞????????","2018-01-13 13:35","0","0",,,"https://item.jd.com/1106432.html#comment","【美的15WB5】美的（Midea）60升预约洗浴 无线遥控 电热水器 F60-15WB5(Y)【行情 报价 价格 评测】-京东","2018-03-12 21:18:21.0882570"
"j***2","PLUS会员","star5","美的品牌值得信赖，我当天收货，当天安装，速度快，服务好，我家人挺满意的","2018-02-27 18:02","0","0",,,"https://item.jd.com/1106432.html#comment","【美的15WB5】美的（Midea）60升预约洗浴 无线遥控 电热水器 F60-15WB5(Y)【行情 报价 价格 评测】-京东","2018-03-12 21:18:21.1182773"
